region,country,site,latitude_site,longitude_site,option,year,practice_type,subtype,description,adopted_cases,gender,n,n_site,percentage
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2019,Water and soil conservation,Terraces,A landscape where cropland is maintained with soil and water conservation structures with biological multipurpose biological measures. SWC practice terrace is built and Desho grass ( Pennisetum pedicellatum ) is planted to strengthen the structure and the grass is used for animal feed.,Know about it,Female,30,396,7.6
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2019,Water and soil conservation,Terraces,A landscape where cropland is maintained with soil and water conservation structures with biological multipurpose biological measures. SWC practice terrace is built and Desho grass ( Pennisetum pedicellatum ) is planted to strengthen the structure and the grass is used for animal feed.,Know about it,Male,19,396,4.8
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2019,Water and soil conservation,Terraces,A landscape where cropland is maintained with soil and water conservation structures with biological multipurpose biological measures. SWC practice terrace is built and Desho grass ( Pennisetum pedicellatum ) is planted to strengthen the structure and the grass is used for animal feed.,Never heard about it,Female,6,396,1.5
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2019,Water and soil conservation,Terraces,A landscape where cropland is maintained with soil and water conservation structures with biological multipurpose biological measures. SWC practice terrace is built and Desho grass ( Pennisetum pedicellatum ) is planted to strengthen the structure and the grass is used for animal feed.,Never heard about it,Male,2,396,0.5
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2019,Water and soil conservation,Terraces,A landscape where cropland is maintained with soil and water conservation structures with biological multipurpose biological measures. SWC practice terrace is built and Desho grass ( Pennisetum pedicellatum ) is planted to strengthen the structure and the grass is used for animal feed.,Stopped implementing,Female,7,396,1.8
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2019,Water and soil conservation,Terraces,A landscape where cropland is maintained with soil and water conservation structures with biological multipurpose biological measures. SWC practice terrace is built and Desho grass ( Pennisetum pedicellatum ) is planted to strengthen the structure and the grass is used for animal feed.,Stopped implementing,Male,10,396,2.5
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Agroforestry,Agroforestry fallow,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms  nd in agricultural landscapes which diversifies and sustains production for increased economic, social and environmental benefits for land users.",Heard about it,Female,21,396,5.3
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Agroforestry,Agroforestry fallow,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms  nd in agricultural landscapes which diversifies and sustains production for increased economic, social and environmental benefits for land users.",Heard about it,Male,19,396,4.8
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Agroforestry,Agroforestry fallow,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms  nd in agricultural landscapes which diversifies and sustains production for increased economic, social and environmental benefits for land users.",Implemented,Female,29,396,7.3
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Agroforestry,Agroforestry fallow,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms  nd in agricultural landscapes which diversifies and sustains production for increased economic, social and environmental benefits for land users.",Implemented,Male,48,396,12.1
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Agroforestry,Agroforestry fallow,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms  nd in agricultural landscapes which diversifies and sustains production for increased economic, social and environmental benefits for land users.",Know about it,Female,25,396,6.3
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Agroforestry,Agroforestry fallow,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms  nd in agricultural landscapes which diversifies and sustains production for increased economic, social and environmental benefits for land users.",Know about it,Male,18,396,4.5
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Agroforestry,Agroforestry fallow,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms  nd in agricultural landscapes which diversifies and sustains production for increased economic, social and environmental benefits for land users.",Never heard about it,Female,5,396,1.3
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Agroforestry,Agroforestry fallow,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms  nd in agricultural landscapes which diversifies and sustains production for increased economic, social and environmental benefits for land users.",Never heard about it,Male,5,396,1.3
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Agroforestry,Agroforestry fallow,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms  nd in agricultural landscapes which diversifies and sustains production for increased economic, social and environmental benefits for land users.",Stopped implementing,Female,3,396,0.8
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Agroforestry,Agroforestry fallow,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms  nd in agricultural landscapes which diversifies and sustains production for increased economic, social and environmental benefits for land users.",Stopped implementing,Male,4,396,1
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Crop residue incorporation,Crop residue incorporation,Uses on-farm residues to be incorporated back into the soil or given to animals. It improved the soil structure reduced GHG emissions and production costs.,Heard about it,Female,35,396,8.8
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Crop residue incorporation,Crop residue incorporation,Uses on-farm residues to be incorporated back into the soil or given to animals. It improved the soil structure reduced GHG emissions and production costs.,Heard about it,Male,20,396,5.1
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Crop residue incorporation,Crop residue incorporation,Uses on-farm residues to be incorporated back into the soil or given to animals. It improved the soil structure reduced GHG emissions and production costs.,Implemented,Female,74,396,18.7
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Crop residue incorporation,Crop residue incorporation,Uses on-farm residues to be incorporated back into the soil or given to animals. It improved the soil structure reduced GHG emissions and production costs.,Implemented,Male,95,396,24
East Africa,Ethiopia,Doyogena,7.35,37.78333,Practices,2020,Crop residue incorporation,Crop residue incorporation,Uses on-farm residues to be incorporated back into the soil or given to animals. It improved the soil structure reduced GHG emissions and production costs.,Know about it,Female,26,396,6.6
