year,site,outcome_category,practice_type,indicator,gender,n,n_site,percentage,option
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Contributed equally to implement the CSA option,Male,29,167,17.4,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Decided alone to implement the CSA option,Female,45,157,28.7,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Decided alone to implement the CSA option,Male,106,167,63.5,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Decision making on CSA dis-adoption,Female,160,157,101.9,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Decision making on CSA dis-adoption,Male,169,167,101.2,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Decreased labour time,Female,30,157,19.1,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Decreased labour time,Male,38,167,22.8,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Did most of the work to implement the CSA option,Female,48,157,30.6,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Did most of the work to implement the CSA option,Male,120,167,71.9,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Did no change agricultural labour time,Female,27,157,17.2,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Did no change agricultural labour time,Male,29,167,17.4,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Didn't participate in the decision to implement the CSA option,Female,17,157,10.8,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Didn't participate in the decision to implement the CSA option,Male,7,167,4.2,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Helped to implement the CSA option,Female,15,157,9.6,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Helped to implement the CSA option,Male,4,167,2.4,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Increased labour time,Female,76,157,48.4,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Increased labour time,Male,85,167,50.9,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Joint decision to implement the CSA option,Female,81,157,51.6,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Joint decision to implement the CSA option,Male,42,167,25.1,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Participated on CSA-income use,Female,160,157,101.9,Practices
2017,Lawra-Jirapa,Gender indicators,Water harvesting,Participated on CSA-income use,Male,169,167,101.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,Additional CSA income option used for agricultural assets/services,Female,18,157,11.5,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,Additional CSA income option used for agricultural assets/services,Male,28,167,16.8,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,Additional CSA income option used for food,Female,14,157,8.9,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,Additional CSA income option used for food,Male,7,167,4.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,Additional CSA income used for non agricultural assets/services,Female,10,157,6.4,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,Additional CSA income used for non agricultural assets/services,Male,13,167,7.8,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,Additional income,Female,138,157,87.9,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,Additional income,Male,135,167,80.8,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,Can't say about CSA effect on production because it was new,Female,10,157,6.4,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,Can't say about CSA effect on production because it was new,Male,14,167,8.4,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,CSA option decreased production,Female,1,157,0.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,CSA option decreased production,Male,1,167,0.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,CSA option had no effect on production,Female,14,157,8.9,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,CSA option had no effect on production,Male,17,167,10.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,Increased production,Female,40,157,25.5,Practices
2017,Lawra-Jirapa,Productivity and Income,Agroforestry,Increased production,Male,53,167,31.7,Practices
2017,Lawra-Jirapa,Productivity and Income,Crop rotation,Additional CSA income option used for agricultural assets/services,Female,48,157,30.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Crop rotation,Additional CSA income option used for agricultural assets/services,Male,69,167,41.3,Practices
2017,Lawra-Jirapa,Productivity and Income,Crop rotation,Additional CSA income option used for food,Female,36,157,22.9,Practices
2017,Lawra-Jirapa,Productivity and Income,Crop rotation,Additional CSA income option used for food,Male,36,167,21.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Crop rotation,Additional CSA income used for non agricultural assets/services,Female,24,157,15.3,Practices
2017,Lawra-Jirapa,Productivity and Income,Crop rotation,Additional CSA income used for non agricultural assets/services,Male,29,167,17.4,Practices
2017,Lawra-Jirapa,Productivity and Income,Crop rotation,Additional income,Female,131,157,83.4,Practices
2017,Lawra-Jirapa,Productivity and Income,Crop rotation,Additional income,Male,145,167,86.8,Practices
2017,Lawra-Jirapa,Productivity and Income,Crop rotation,CSA option decreased production,Female,1,157,0.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Crop rotation,CSA option had no effect on production,Female,12,157,7.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Crop rotation,CSA option had no effect on production,Male,16,167,9.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Crop rotation,Increased production,Female,124,157,79,Practices
2017,Lawra-Jirapa,Productivity and Income,Crop rotation,Increased production,Male,142,167,85,Practices
2017,Lawra-Jirapa,Productivity and Income,Garden diversification,Additional CSA income option used for agricultural assets/services,Female,2,157,1.3,Practices
2017,Lawra-Jirapa,Productivity and Income,Garden diversification,Additional CSA income option used for agricultural assets/services,Male,6,167,3.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Garden diversification,Additional CSA income option used for food,Female,1,157,0.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Garden diversification,Additional CSA income option used for food,Male,3,167,1.8,Practices
2017,Lawra-Jirapa,Productivity and Income,Garden diversification,Additional CSA income used for non agricultural assets/services,Female,1,157,0.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Garden diversification,Additional CSA income used for non agricultural assets/services,Male,4,167,2.4,Practices
2017,Lawra-Jirapa,Productivity and Income,Garden diversification,Additional income,Female,158,157,100.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Garden diversification,Additional income,Male,164,167,98.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Garden diversification,Can't say about CSA effect on production because it was new,Male,2,167,1.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Garden diversification,CSA option decreased production,Male,3,167,1.8,Practices
2017,Lawra-Jirapa,Productivity and Income,Garden diversification,CSA option had no effect on production,Male,1,167,0.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Garden diversification,Increased production,Female,7,157,4.5,Practices
2017,Lawra-Jirapa,Productivity and Income,Garden diversification,Increased production,Male,13,167,7.8,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,Additional CSA income option used for agricultural assets/services,Female,31,157,19.7,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,Additional CSA income option used for agricultural assets/services,Male,55,167,32.9,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,Additional CSA income option used for food,Female,25,157,15.9,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,Additional CSA income option used for food,Male,12,167,7.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,Additional CSA income used for non agricultural assets/services,Female,16,157,10.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,Additional CSA income used for non agricultural assets/services,Male,18,167,10.8,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,Additional income,Female,132,157,84.1,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,Additional income,Male,136,167,81.4,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,Can't say about CSA effect on production because it was new,Female,3,157,1.9,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,Can't say about CSA effect on production because it was new,Male,3,167,1.8,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,CSA option decreased production,Female,2,157,1.3,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,CSA option had no effect on production,Female,3,157,1.9,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,CSA option had no effect on production,Male,2,167,1.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,Increased production,Female,91,157,58,Practices
2017,Lawra-Jirapa,Productivity and Income,Improved varieties,Increased production,Male,113,167,67.7,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,Additional CSA income option used for agricultural assets/services,Female,33,157,21,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,Additional CSA income option used for agricultural assets/services,Male,37,167,22.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,Additional CSA income option used for food,Female,19,157,12.1,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,Additional CSA income option used for food,Male,17,167,10.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,Additional CSA income used for non agricultural assets/services,Female,18,157,11.5,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,Additional CSA income used for non agricultural assets/services,Male,23,167,13.8,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,Additional income,Female,131,157,83.4,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,Additional income,Male,132,167,79,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,Can't say about CSA effect on production because it was new,Male,2,167,1.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,CSA option decreased production,Female,3,157,1.9,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,CSA option decreased production,Male,2,167,1.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,CSA option had no effect on production,Female,25,157,15.9,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,CSA option had no effect on production,Male,32,167,19.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,Increased production,Female,71,157,45.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Intercropping,Increased production,Male,79,167,47.3,Practices
2017,Lawra-Jirapa,Productivity and Income,Mulching,Additional CSA income option used for agricultural assets/services,Female,2,157,1.3,Practices
2017,Lawra-Jirapa,Productivity and Income,Mulching,Additional CSA income option used for agricultural assets/services,Male,7,167,4.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Mulching,Additional CSA income option used for food,Female,2,157,1.3,Practices
2017,Lawra-Jirapa,Productivity and Income,Mulching,Additional CSA income option used for food,Male,5,167,3,Practices
2017,Lawra-Jirapa,Productivity and Income,Mulching,Additional CSA income used for non agricultural assets/services,Female,1,157,0.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Mulching,Additional CSA income used for non agricultural assets/services,Male,1,167,0.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Mulching,Additional income,Female,157,157,100,Practices
2017,Lawra-Jirapa,Productivity and Income,Mulching,Additional income,Male,167,167,100,Practices
2017,Lawra-Jirapa,Productivity and Income,Mulching,CSA option decreased production,Male,1,167,0.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Mulching,Increased production,Female,8,157,5.1,Practices
2017,Lawra-Jirapa,Productivity and Income,Mulching,Increased production,Male,13,167,7.8,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,Additional CSA income option used for agricultural assets/services,Female,22,157,14,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,Additional CSA income option used for agricultural assets/services,Male,25,167,15,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,Additional CSA income option used for food,Female,8,157,5.1,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,Additional CSA income option used for food,Male,4,167,2.4,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,Additional CSA income used for non agricultural assets/services,Female,14,157,8.9,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,Additional CSA income used for non agricultural assets/services,Male,16,167,9.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,Additional income,Female,155,157,98.7,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,Additional income,Male,158,167,94.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,Can't say about CSA effect on production because it was new,Female,1,157,0.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,CSA option decreased production,Female,1,157,0.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,CSA option decreased production,Male,1,167,0.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,CSA option had no effect on production,Male,2,167,1.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,Increased production,Female,46,157,29.3,Practices
2017,Lawra-Jirapa,Productivity and Income,Nutrient mng.,Increased production,Male,54,167,32.3,Practices
2017,Lawra-Jirapa,Productivity and Income,Organic fertilizer,Additional CSA income option used for agricultural assets/services,Female,46,157,29.3,Practices
2017,Lawra-Jirapa,Productivity and Income,Organic fertilizer,Additional CSA income option used for agricultural assets/services,Male,54,167,32.3,Practices
2017,Lawra-Jirapa,Productivity and Income,Organic fertilizer,Additional CSA income option used for food,Female,36,157,22.9,Practices
2017,Lawra-Jirapa,Productivity and Income,Organic fertilizer,Additional CSA income option used for food,Male,36,167,21.6,Practices
2017,Lawra-Jirapa,Productivity and Income,Organic fertilizer,Additional CSA income used for non agricultural assets/services,Female,17,157,10.8,Practices
2017,Lawra-Jirapa,Productivity and Income,Organic fertilizer,Additional CSA income used for non agricultural assets/services,Male,17,167,10.2,Practices
2017,Lawra-Jirapa,Productivity and Income,Organic fertilizer,Additional income,Female,133,157,84.7,Practices
2017,Lawra-Jirapa,Productivity and Income,Organic fertilizer,Additional income,Male,142,167,85,Practices
